player_name,name_key,tier,rank,trait_key,trait_weight,raw_source_value,cleaned_value,initial_status,status,imputation_source,imputed_value,final_value
"Aberg, Ludvig",ABERG_LUDVIG,3,6,putt_short_conv,0.16,67.3,67.3,observed_valid,observed_valid,,,67.3
"Aberg, Ludvig",ABERG_LUDVIG,3,6,putt_lag,0.1,70.5,70.5,observed_valid,observed_valid,,,70.5
"Aberg, Ludvig",ABERG_LUDVIG,3,6,arg_rough,0.07,58.7,58.7,observed_valid,observed_valid,,,58.7
"Aberg, Ludvig",ABERG_LUDVIG,3,6,arg_bunker,0.05,40.4,40.4,observed_valid,observed_valid,,,40.4
"Aberg, Ludvig",ABERG_LUDVIG,3,6,par5_scoring,0.03,75.2,75.2,observed_valid,observed_valid,,,75.2
"Rose, Justin",ROSE_JUSTIN,3,7,app_wedge,0.22,90.4,90.4,observed_valid,observed_valid,,,90.4
"Rose, Justin",ROSE_JUSTIN,3,7,app_100_150,0.12,87.2,87.2,observed_valid,observed_valid,,,87.2
"Rose, Justin",ROSE_JUSTIN,3,7,app_150_200,0.06,85.6,85.6,observed_valid,observed_valid,,,85.6
"Rose, Justin",ROSE_JUSTIN,3,7,ott_accuracy,0.14,55.1,55.1,observed_valid,observed_valid,,,55.1
"Rose, Justin",ROSE_JUSTIN,3,7,ott_distance,0.05,69.1,69.1,observed_valid,observed_valid,,,69.1
"Rose, Justin",ROSE_JUSTIN,3,7,putt_short_conv,0.16,55.8,55.8,observed_valid,observed_valid,,,55.8
"Rose, Justin",ROSE_JUSTIN,3,7,putt_lag,0.1,49.6,49.6,observed_valid,observed_valid,,,49.6
"Rose, Justin",ROSE_JUSTIN,3,7,arg_rough,0.07,54.6,54.6,observed_valid,observed_valid,,,54.6
"Rose, Justin",ROSE_JUSTIN,3,7,arg_bunker,0.05,43.1,43.1,observed_valid,observed_valid,,,43.1
"Rose, Justin",ROSE_JUSTIN,3,7,par5_scoring,0.03,71.3,71.3,observed_valid,observed_valid,,,71.3
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,app_wedge,0.22,91.3,91.3,observed_valid,observed_valid,,,91.3
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,app_100_150,0.12,90.1,90.1,observed_valid,observed_valid,,,90.1
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,app_150_200,0.06,89.5,89.5,observed_valid,observed_valid,,,89.5
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,ott_accuracy,0.14,64.4,64.4,observed_valid,observed_valid,,,64.4
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,ott_distance,0.05,57.0,57.0,observed_valid,observed_valid,,,57.0
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,putt_short_conv,0.16,51.0,51.0,observed_valid,observed_valid,,,51.0
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,putt_lag,0.1,44.2,44.2,observed_valid,observed_valid,,,44.2
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,arg_rough,0.07,44.8,44.8,observed_valid,observed_valid,,,44.8
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,arg_bunker,0.05,43.1,43.1,observed_valid,observed_valid,,,43.1
"Hovland, Viktor",HOVLAND_VIKTOR,3,8,par5_scoring,0.03,68.8,68.8,observed_valid,observed_valid,,,68.8
"Noren, Alex",NOREN_ALEX,3,9,app_wedge,0.22,49.3,49.3,observed_valid,observed_valid,,,49.3
"Noren, Alex",NOREN_ALEX,3,9,app_100_150,0.12,55.2,55.2,observed_valid,observed_valid,,,55.2
"Noren, Alex",NOREN_ALEX,3,9,app_150_200,0.06,53.9,53.9,observed_valid,observed_valid,,,53.9
"Noren, Alex",NOREN_ALEX,3,9,ott_accuracy,0.14,63.7,63.7,observed_valid,observed_valid,,,63.7
"Noren, Alex",NOREN_ALEX,3,9,ott_distance,0.05,46.7,46.7,observed_valid,observed_valid,,,46.7
"Noren, Alex",NOREN_ALEX,3,9,putt_short_conv,0.16,93.1,93.1,observed_valid,observed_valid,,,93.1
"Noren, Alex",NOREN_ALEX,3,9,putt_lag,0.1,84.5,84.5,observed_valid,observed_valid,,,84.5
"Noren, Alex",NOREN_ALEX,3,9,arg_rough,0.07,61.4,61.4,observed_valid,observed_valid,,,61.4
"Noren, Alex",NOREN_ALEX,3,9,arg_bunker,0.05,57.8,57.8,observed_valid,observed_valid,,,57.8
"Noren, Alex",NOREN_ALEX,3,9,par5_scoring,0.03,51.0,51.0,observed_valid,observed_valid,,,51.0
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,app_wedge,0.22,77.0,77.0,observed_valid,observed_valid,,,77.0
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,app_100_150,0.12,77.7,77.7,observed_valid,observed_valid,,,77.7
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,app_150_200,0.06,78.3,78.3,observed_valid,observed_valid,,,78.3
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,ott_accuracy,0.14,62.6,62.6,observed_valid,observed_valid,,,62.6
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,ott_distance,0.05,94.2,94.2,observed_valid,observed_valid,,,94.2
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,putt_short_conv,0.16,57.8,57.8,observed_valid,observed_valid,,,57.8
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,putt_lag,0.1,59.7,59.7,observed_valid,observed_valid,,,59.7
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,arg_rough,0.07,48.0,48.0,observed_valid,observed_valid,,,48.0
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,arg_bunker,0.05,30.3,30.3,observed_valid,observed_valid,,,30.3
"Schauffele, Xander",SCHAUFFELE_XANDER,3,10,par5_scoring,0.03,74.9,74.9,observed_valid,observed_valid,,,74.9
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,app_wedge,0.22,76.1,76.1,observed_valid,observed_valid,,,76.1
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,app_100_150,0.12,78.7,78.7,observed_valid,observed_valid,,,78.7
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,app_150_200,0.06,78.0,78.0,observed_valid,observed_valid,,,78.0
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,ott_accuracy,0.14,33.9,33.9,observed_valid,observed_valid,,,33.9
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,ott_distance,0.05,54.3,54.3,observed_valid,observed_valid,,,54.3
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,putt_short_conv,0.16,75.6,75.6,observed_valid,observed_valid,,,75.6
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,putt_lag,0.1,65.9,65.9,observed_valid,observed_valid,,,65.9
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,arg_rough,0.07,45.4,45.4,observed_valid,observed_valid,,,45.4
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,arg_bunker,0.05,45.9,45.9,observed_valid,observed_valid,,,45.9
"Bhatia, Akshay",BHATIA_AKSHAY,3,11,par5_scoring,0.03,58.8,58.8,observed_valid,observed_valid,,,58.8
"Griffin, Ben",GRIFFIN_BEN,3,12,app_wedge,0.22,50.8,50.8,observed_valid,observed_valid,,,50.8
"Griffin, Ben",GRIFFIN_BEN,3,12,app_100_150,0.12,52.0,52.0,observed_valid,observed_valid,,,52.0
"Griffin, Ben",GRIFFIN_BEN,3,12,app_150_200,0.06,50.6,50.6,observed_valid,observed_valid,,,50.6
"Griffin, Ben",GRIFFIN_BEN,3,12,ott_accuracy,0.14,45.3,45.3,observed_valid,observed_valid,,,45.3
"Griffin, Ben",GRIFFIN_BEN,3,12,ott_distance,0.05,55.5,55.5,observed_valid,observed_valid,,,55.5
"Griffin, Ben",GRIFFIN_BEN,3,12,putt_short_conv,0.16,75.4,75.4,observed_valid,observed_valid,,,75.4
"Griffin, Ben",GRIFFIN_BEN,3,12,putt_lag,0.1,56.6,56.6,observed_valid,observed_valid,,,56.6
"Griffin, Ben",GRIFFIN_BEN,3,12,arg_rough,0.07,77.6,77.6,observed_valid,observed_valid,,,77.6
"Griffin, Ben",GRIFFIN_BEN,3,12,arg_bunker,0.05,78.0,78.0,observed_valid,observed_valid,,,78.0
"Griffin, Ben",GRIFFIN_BEN,3,12,par5_scoring,0.03,54.8,54.8,observed_valid,observed_valid,,,54.8
"Fowler, Rickie",FOWLER_RICKIE,3,13,app_wedge,0.22,51.0,51.0,observed_valid,observed_valid,,,51.0
"Fowler, Rickie",FOWLER_RICKIE,3,13,app_100_150,0.12,53.6,53.6,observed_valid,observed_valid,,,53.6
"Fowler, Rickie",FOWLER_RICKIE,3,13,app_150_200,0.06,52.7,52.7,observed_valid,observed_valid,,,52.7
"Fowler, Rickie",FOWLER_RICKIE,3,13,ott_accuracy,0.14,70.1,70.1,observed_valid,observed_valid,,,70.1
"Fowler, Rickie",FOWLER_RICKIE,3,13,ott_distance,0.05,68.8,68.8,observed_valid,observed_valid,,,68.8
"Fowler, Rickie",FOWLER_RICKIE,3,13,putt_short_conv,0.16,65.3,65.3,observed_valid,observed_valid,,,65.3
"Fowler, Rickie",FOWLER_RICKIE,3,13,putt_lag,0.1,60.5,60.5,observed_valid,observed_valid,,,60.5
"Fowler, Rickie",FOWLER_RICKIE,3,13,arg_rough,0.07,51.6,51.6,observed_valid,observed_valid,,,51.6
"Fowler, Rickie",FOWLER_RICKIE,3,13,arg_bunker,0.05,47.7,47.7,observed_valid,observed_valid,,,47.7
"Fowler, Rickie",FOWLER_RICKIE,3,13,par5_scoring,0.03,54.9,54.9,observed_valid,observed_valid,,,54.9
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,app_wedge,0.22,85.5,85.5,observed_valid,observed_valid,,,85.5
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,app_100_150,0.12,84.3,84.3,observed_valid,observed_valid,,,84.3
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,app_150_200,0.06,83.5,83.5,observed_valid,observed_valid,,,83.5
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,ott_accuracy,0.14,81.8,81.8,observed_valid,observed_valid,,,81.8
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,ott_distance,0.05,71.2,71.2,observed_valid,observed_valid,,,71.2
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,putt_short_conv,0.16,38.8,38.8,observed_valid,observed_valid,,,38.8
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,putt_lag,0.1,30.2,30.2,observed_valid,observed_valid,,,30.2
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,arg_rough,0.07,44.2,44.2,observed_valid,observed_valid,,,44.2
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,arg_bunker,0.05,36.7,36.7,observed_valid,observed_valid,,,36.7
"Morikawa, Collin",MORIKAWA_COLLIN,3,14,par5_scoring,0.03,71.5,71.5,observed_valid,observed_valid,,,71.5
"Kim, Si Woo",KIM_SI WOO,3,15,app_wedge,0.22,78.5,78.5,observed_valid,observed_valid,,,78.5
"Kim, Si Woo",KIM_SI WOO,3,15,app_100_150,0.12,80.6,80.6,observed_valid,observed_valid,,,80.6
"Kim, Si Woo",KIM_SI WOO,3,15,app_150_200,0.06,83.1,83.1,observed_valid,observed_valid,,,83.1
"Kim, Si Woo",KIM_SI WOO,3,15,ott_accuracy,0.14,96.0,96.0,observed_valid,observed_valid,,,96.0
"Kim, Si Woo",KIM_SI WOO,3,15,ott_distance,0.05,71.6,71.6,observed_valid,observed_valid,,,71.6
"Kim, Si Woo",KIM_SI WOO,3,15,putt_short_conv,0.16,13.6,13.6,observed_valid,observed_valid,,,13.6
"Kim, Si Woo",KIM_SI WOO,3,15,putt_lag,0.1,7.8,7.8,observed_valid,observed_valid,,,7.8
"Kim, Si Woo",KIM_SI WOO,3,15,arg_rough,0.07,69.4,69.4,observed_valid,observed_valid,,,69.4
"Kim, Si Woo",KIM_SI WOO,3,15,arg_bunker,0.05,62.4,62.4,observed_valid,observed_valid,,,62.4
"Kim, Si Woo",KIM_SI WOO,3,15,par5_scoring,0.03,79.9,79.9,observed_valid,observed_valid,,,79.9
"Spaun, J.J.",SPAUN_J.J.,3,16,app_wedge,0.22,94.1,94.1,observed_valid,observed_valid,,,94.1
"Spaun, J.J.",SPAUN_J.J.,3,16,app_100_150,0.12,90.3,90.3,observed_valid,observed_valid,,,90.3
"Spaun, J.J.",SPAUN_J.J.,3,16,app_150_200,0.06,91.2,91.2,observed_valid,observed_valid,,,91.2
"Spaun, J.J.",SPAUN_J.J.,3,16,ott_accuracy,0.14,70.7,70.7,observed_valid,observed_valid,,,70.7
"Spaun, J.J.",SPAUN_J.J.,3,16,ott_distance,0.05,71.9,71.9,observed_valid,observed_valid,,,71.9
"Spaun, J.J.",SPAUN_J.J.,3,16,putt_short_conv,0.16,15.6,15.6,observed_valid,observed_valid,,,15.6
"Spaun, J.J.",SPAUN_J.J.,3,16,putt_lag,0.1,10.1,10.1,observed_valid,observed_valid,,,10.1
"Spaun, J.J.",SPAUN_J.J.,3,16,arg_rough,0.07,60.6,60.6,observed_valid,observed_valid,,,60.6
"Spaun, J.J.",SPAUN_J.J.,3,16,arg_bunker,0.05,55.0,55.0,observed_valid,observed_valid,,,55.0
"Spaun, J.J.",SPAUN_J.J.,3,16,par5_scoring,0.03,80.8,80.8,observed_valid,observed_valid,,,80.8
"Lowry, Shane",LOWRY_SHANE,3,17,app_wedge,0.22,86.8,86.8,observed_valid,observed_valid,,,86.8
"Lowry, Shane",LOWRY_SHANE,3,17,app_100_150,0.12,85.0,85.0,observed_valid,observed_valid,,,85.0
"Lowry, Shane",LOWRY_SHANE,3,17,app_150_200,0.06,83.8,83.8,observed_valid,observed_valid,,,83.8
"Lowry, Shane",LOWRY_SHANE,3,17,ott_accuracy,0.14,50.4,50.4,observed_valid,observed_valid,,,50.4
"Lowry, Shane",LOWRY_SHANE,3,17,ott_distance,0.05,57.4,57.4,observed_valid,observed_valid,,,57.4
"Lowry, Shane",LOWRY_SHANE,3,17,putt_short_conv,0.16,52.4,52.4,observed_valid,observed_valid,,,52.4
"Lowry, Shane",LOWRY_SHANE,3,17,putt_lag,0.1,53.5,53.5,observed_valid,observed_valid,,,53.5
"Lowry, Shane",LOWRY_SHANE,3,17,arg_rough,0.07,30.5,30.5,observed_valid,observed_valid,,,30.5
"Lowry, Shane",LOWRY_SHANE,3,17,arg_bunker,0.05,26.6,26.6,observed_valid,observed_valid,,,26.6
"Lowry, Shane",LOWRY_SHANE,3,17,par5_scoring,0.03,62.4,62.4,observed_valid,observed_valid,,,62.4
"Burns, Sam",BURNS_SAM,3,18,app_wedge,0.22,60.5,60.5,observed_valid,observed_valid,,,60.5
"Burns, Sam",BURNS_SAM,3,18,app_100_150,0.12,64.0,64.0,observed_valid,observed_valid,,,64.0
"Burns, Sam",BURNS_SAM,3,18,app_150_200,0.06,62.7,62.7,observed_valid,observed_valid,,,62.7
"Burns, Sam",BURNS_SAM,3,18,ott_accuracy,0.14,50.8,50.8,observed_valid,observed_valid,,,50.8
"Burns, Sam",BURNS_SAM,3,18,ott_distance,0.05,77.2,77.2,observed_valid,observed_valid,,,77.2
"Burns, Sam",BURNS_SAM,3,18,putt_short_conv,0.16,100.0,100.0,observed_valid,observed_valid,,,100.0
"Burns, Sam",BURNS_SAM,3,18,putt_lag,0.1,93.8,93.8,observed_valid,observed_valid,,,93.8
"Burns, Sam",BURNS_SAM,3,18,arg_rough,0.07,34.9,34.9,observed_valid,observed_valid,,,34.9
"Burns, Sam",BURNS_SAM,3,18,arg_bunker,0.05,26.6,26.6,observed_valid,observed_valid,,,26.6
"Burns, Sam",BURNS_SAM,3,18,par5_scoring,0.03,56.6,56.6,observed_valid,observed_valid,,,56.6
"English, Harris",ENGLISH_HARRIS,3,19,app_wedge,0.22,39.9,39.9,observed_valid,observed_valid,,,39.9
"English, Harris",ENGLISH_HARRIS,3,19,app_100_150,0.12,40.4,40.4,observed_valid,observed_valid,,,40.4
"English, Harris",ENGLISH_HARRIS,3,19,app_150_200,0.06,41.8,41.8,observed_valid,observed_valid,,,41.8
"English, Harris",ENGLISH_HARRIS,3,19,ott_accuracy,0.14,71.2,71.2,observed_valid,observed_valid,,,71.2
"English, Harris",ENGLISH_HARRIS,3,19,ott_distance,0.05,70.3,70.3,observed_valid,observed_valid,,,70.3
"English, Harris",ENGLISH_HARRIS,3,19,putt_short_conv,0.16,100.0,100.0,observed_valid,observed_valid,,,100.0
"English, Harris",ENGLISH_HARRIS,3,19,putt_lag,0.1,86.0,86.0,observed_valid,observed_valid,,,86.0
"English, Harris",ENGLISH_HARRIS,3,19,arg_rough,0.07,58.1,58.1,observed_valid,observed_valid,,,58.1
"English, Harris",ENGLISH_HARRIS,3,19,arg_bunker,0.05,56.0,56.0,observed_valid,observed_valid,,,56.0
"English, Harris",ENGLISH_HARRIS,3,19,par5_scoring,0.03,51.0,51.0,observed_valid,observed_valid,,,51.0
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,app_wedge,0.22,79.3,79.3,observed_valid,observed_valid,,,79.3
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,app_100_150,0.12,78.1,78.1,observed_valid,observed_valid,,,78.1
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,app_150_200,0.06,77.9,77.9,observed_valid,observed_valid,,,77.9
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,ott_accuracy,0.14,34.2,34.2,observed_valid,observed_valid,,,34.2
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,ott_distance,0.05,46.1,46.1,observed_valid,observed_valid,,,46.1
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,putt_short_conv,0.16,44.8,44.8,observed_valid,observed_valid,,,44.8
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,putt_lag,0.1,27.9,27.9,observed_valid,observed_valid,,,27.9
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,arg_rough,0.07,84.1,84.1,observed_valid,observed_valid,,,84.1
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,arg_bunker,0.05,84.4,84.4,observed_valid,observed_valid,,,84.4
"Matsuyama, Hideki",MATSUYAMA_HIDEKI,4,20,par5_scoring,0.03,64.7,64.7,observed_valid,observed_valid,,,64.7
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,app_wedge,0.22,78.6,78.6,observed_valid,observed_valid,,,78.6
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,app_100_150,0.12,80.6,80.6,observed_valid,observed_valid,,,80.6
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,app_150_200,0.06,78.4,78.4,observed_valid,observed_valid,,,78.4
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,ott_accuracy,0.14,53.3,53.3,observed_valid,observed_valid,,,53.3
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,ott_distance,0.05,72.3,72.3,observed_valid,observed_valid,,,72.3
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,putt_short_conv,0.16,44.9,44.9,observed_valid,observed_valid,,,44.9
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,putt_lag,0.1,37.2,37.2,observed_valid,observed_valid,,,37.2
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,arg_rough,0.07,66.0,66.0,observed_valid,observed_valid,,,66.0
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,arg_bunker,0.05,62.4,62.4,observed_valid,observed_valid,,,62.4
"Cantlay, Patrick",CANTLAY_PATRICK,4,21,par5_scoring,0.03,74.8,74.8,observed_valid,observed_valid,,,74.8
"Harman, Brian",HARMAN_BRIAN,4,22,app_wedge,0.22,53.4,53.4,observed_valid,observed_valid,,,53.4
"Harman, Brian",HARMAN_BRIAN,4,22,app_100_150,0.12,53.5,53.5,observed_valid,observed_valid,,,53.5
"Harman, Brian",HARMAN_BRIAN,4,22,app_150_200,0.06,52.3,52.3,observed_valid,observed_valid,,,52.3
"Harman, Brian",HARMAN_BRIAN,4,22,ott_accuracy,0.14,57.9,57.9,observed_valid,observed_valid,,,57.9
"Harman, Brian",HARMAN_BRIAN,4,22,ott_distance,0.05,49.9,49.9,observed_valid,observed_valid,,,49.9
"Harman, Brian",HARMAN_BRIAN,4,22,putt_short_conv,0.16,54.4,54.4,observed_valid,observed_valid,,,54.4
