rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,no_cut_note,primary_trait_driver,trait_summary_label,trace_notes
11,51,"Bhatia, Akshay",BHATIA_AKSHAY,confirmed,TBD,TBD,deep,high,1.13,50.724637681159415,62.04378588826327,11.319148207103858,high,-2.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",8,1.186,0.7767999999999999,medium,54.136030838942744,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,1.19056427741,56.6338688899324,0.13310830200000012,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",54.136030838942744,54.136030838942744,3,"Tier3: NeutralSG=1.13, moderate fit VFD=11.3; 8CH-rds",ok,0.022055406883759277,0.06301713551063017,0.09088084695892751,0.2007797538963646,0.36353677926012345,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=1.13; VFD=11.3; VHD=0.8(8rds); →Tier3 VTS=54.1
12,48,"Griffin, Ben",GRIFFIN_BEN,confirmed,TBD,TBD,deep,high,1.4,57.24637681159421,56.085835094075215,-1.1605417175189956,high,-2.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",10,-0.082,-1.86,medium,54.16630125286025,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,1.2337460571449999,54.688736586916434,-0.365393281,False,,-0.365393281,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",53.80090797186025,53.80090797186025,3,"Tier3: NeutralSG=1.40, moderate fit VFD=-1.2; 10CH-rds",ok,0.021447636880366584,0.0610812336241792,0.08817914557899664,0.1961143076639775,0.3577425355133944,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak OTT_Accuracy,NeutralSG=1.40; VFD=-1.2; VHD=-1.9(10rds); →Tier3 VTS=53.8
13,15,"Fowler, Rickie",FOWLER_RICKIE,confirmed,TBD,TBD,deep,high,1.18,51.93236714975845,59.39999589804566,7.467628748287211,high,1.2,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",26,0.561,-0.17279999999999995,medium,53.54110562931707,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.120909787,53.33042200939031,-0.1298686,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",53.54110562931707,53.54110562931707,3,"Tier3: NeutralSG=1.18, moderate fit VFD=7.5; 26CH-rds",ok,0.020985495763717513,0.059618532830495986,0.08613416147278324,0.19255160467351068,0.3532723375421208,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Accuracy,OTT_Accuracy+OTT_Distance; weak ARG_Bunker,NeutralSG=1.18; VFD=7.5; VHD=-0.2(26rds); →Tier3 VTS=53.5
14,36,"Morikawa, Collin",MORIKAWA_COLLIN,confirmed,TBD,TBD,deep,high,1.32,55.31400966183575,68.26814728319083,12.95413762135508,high,3.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",16,0.569,-2.788,medium,56.769648049691554,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-2.3460826650215925,0.0,0.0,-2.3460826650215925,0.0,poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.558753125065,68.06888592682736,0.524732143,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",52.07748271964837,52.07748271964837,3,"Tier3: NeutralSG=1.32, moderate fit VFD=13.0; 16CH-rds",ok,0.018524698610178036,0.051969885190736434,0.07538890717653446,0.17336479486320105,0.3284846187746622,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_Wedge,APP_Wedge+APP_100-150; weak PUTT_Lag,NeutralSG=1.32; VFD=13.0; VHD=-2.8(16rds); AP=-2.3SG(poor_birdie_conv); →Tier3 VTS=52.1
15,19,"Kim, Si Woo",KIM_SI WOO,confirmed,TBD,TBD,deep,high,1.46,58.69565217391304,66.27121463674058,7.575562462827541,high,4.0,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",25,0.426,-0.56,medium,58.191625260587394,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-3.1030228254164087,0.0,0.0,-3.1030228254164087,0.0,poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.6319189549349997,68.98485175858447,0.377843857,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",51.98557960975457,51.98557960975457,3,"Tier3: NeutralSG=1.46, moderate fit VFD=7.6; 25CH-rds",ok,0.018378041689209774,0.05152167049882615,0.07475651989677598,0.1722100066295849,0.3269525163804765,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Accuracy,OTT_Accuracy+APP_150-200; weak PUTT_Lag,NeutralSG=1.46; VFD=7.6; VHD=-0.6(25rds); AP=-3.1SG(poor_birdie_conv); →Tier3 VTS=52.0
16,24,"Spaun, J.J.",SPAUN_J.J.,confirmed,TBD,TBD,deep,high,1.42,57.729468599033815,66.24327864710689,8.513810048073076,high,2.8,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",22,-0.081,-0.5960000000000001,medium,57.78597103374559,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-3.04194941394201,0.0,0.0,-3.04194941394201,0.0,poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.266757456,55.67465566006871,-0.3367967999999999,False,,-0.3367967999999999,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",51.36527540586157,51.36527540586157,3,"Tier3: NeutralSG=1.42, moderate fit VFD=8.5; 22CH-rds",ok,0.017411633610656042,0.04859016505990084,0.07061300981094745,0.16456921157100482,0.31669357809572873,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_Wedge,APP_Wedge+APP_150-200; weak PUTT_Lag,NeutralSG=1.42; VFD=8.5; VHD=-0.6(22rds); AP=-3.0SG(poor_birdie_conv); →Tier3 VTS=51.4
17,34,"Lowry, Shane",LOWRY_SHANE,confirmed,TBD,TBD,deep,high,1.1,50.000000000000014,64.91752889593126,14.917528895931241,high,1.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",18,1.003,0.084,medium,54.50045866877938,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.9118443316412863,0.0,0.0,0.0,-1.9118443316412863,rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.1818163937500001,56.70027996330903,0.17981625,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",50.676770005496806,50.676770005496806,3,"Tier3: NeutralSG=1.10, moderate fit VFD=14.9; 18CH-rds",ok,0.016385752622137054,0.04552079121510833,0.06626074928116854,0.15639944799781577,0.30548235043226296,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_Wedge,APP_Wedge+APP_100-150; weak ARG_Bunker,NeutralSG=1.10; VFD=14.9; VHD=0.1(18rds); AP=-1.9SG(rough_approach_liab); →Tier3 VTS=50.7
18,22,"Burns, Sam",BURNS_SAM,confirmed,TBD,TBD,deep,high,1.6,62.077294685990346,63.17659614768619,1.0993014616958448,high,-3.4,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",22,0.84,0.7496,medium,59.008776718701995,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;rough_approach_liab,-4.339904081114014,-2.5160462130937096,0.0,0.0,-1.8238578680203048,bomb_and_spray;rough_approach_liab,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.65166255367,67.87593623351978,0.113544074,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",50.32896855647397,50.32896855647397,3,"Tier3: NeutralSG=1.60, moderate fit VFD=1.1; 22CH-rds",ok,0.01588573671518103,0.04404092943151135,0.06415726500972219,0.1523957721257337,0.29989294257005944,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak ARG_Bunker,NeutralSG=1.60; VFD=1.1; VHD=0.7(22rds); AP=-4.3SG(bomb_and_spray;rough_approach_liab); →Tier3 VTS=50.3
19,4,"English, Harris",ENGLISH_HARRIS,confirmed,TBD,TBD,deep,high,1.46,58.69565217391304,62.21030642967766,3.5146542557646185,high,-0.4,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",43,0.686,0.8759999999999999,medium,57.404152798468516,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,wedge_liability,-3.546835443037975,0.0,-3.546835443037975,0.0,0.0,wedge_liability,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,APP_Wedge,False,0.0,,1.410423687305,60.58943980143757,-0.10895892899999993,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",50.31048191239257,50.31048191239257,3,"Tier3: NeutralSG=1.46, moderate fit VFD=3.5; 43CH-rds",ok,0.01585949569266425,0.04396356115413537,0.0640472018953162,0.152185266465978,0.29959728204330943,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak APP_Wedge,NeutralSG=1.46; VFD=3.5; VHD=0.9(43rds); AP=-3.5SG(wedge_liability); →Tier3 VTS=50.3
20,40,"Matsuyama, Hideki",MATSUYAMA_HIDEKI,confirmed,TBD,TBD,deep,high,1.24,53.3816425120773,58.789944695006675,5.408302182929376,high,-1.8,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",12,1.619,0.8928,medium,54.25748041333292,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-2.1665638494756303,0.0,0.0,-2.1665638494756303,0.0,poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.203373789015,55.66011339725697,-0.08049716700000009,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",49.92435271438166,49.92435271438166,4,"Tier4: Below-avg or mismatch VFD=5.4, AP=-2.2SG; 12CH-rds",ok,0.015319063552091847,0.042376762483730034,0.06178783613017202,0.14784126071772793,0.2934555603743631,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak PUTT_Lag,NeutralSG=1.24; VFD=5.4; VHD=0.9(12rds); AP=-2.2SG(poor_birdie_conv); →Tier4 VTS=49.9
21,5,"Cantlay, Patrick",CANTLAY_PATRICK,confirmed,TBD,TBD,deep,high,1.55,60.86956521739131,62.836426519499106,1.9668613021077945,high,-0.8,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",40,1.778,1.5928,medium,58.67659404280626,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;poor_birdie_conv,-4.532567180277471,-2.3697047496790757,0.0,-2.162862430598396,0.0,bomb_and_spray;poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,1.5756168958499999,65.65685985793725,0.05630087000000006,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",49.611459682251315,49.611459682251315,4,"Tier4: Below-avg or mismatch VFD=2.0, AP=-4.5SG; 40CH-rds",ok,0.014891733256094065,0.04113101101269367,0.0600113856820526,0.14439469989266765,0.288526785528456,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,APP_100-150,APP_100-150+APP_Wedge; weak PUTT_Lag,NeutralSG=1.55; VFD=2.0; VHD=1.6(40rds); AP=-4.5SG(bomb_and_spray;poor_birdie_conv); →Tier4 VTS=49.6
22,1,"Harman, Brian",HARMAN_BRIAN,confirmed,TBD,TBD,deep,high,0.71,40.57971014492754,54.98543161100791,14.405721466080372,high,1.8,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",56,1.614,4.216,medium,48.99231354127339,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,0.59142191037,39.49615992126372,-0.26061118599999994,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",48.99231354127339,48.99231354127339,4,"Tier4: Below-avg or mismatch VFD=14.4, AP=0.0SG; 56CH-rds",ok,0.014073495971976251,0.03876800416639913,0.05663521372985749,0.1377666090745655,0.2789045978367289,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Rough,ARG_Rough+OTT_Accuracy; weak PUTT_Lag,NeutralSG=0.71; VFD=14.4; VHD=4.2(56rds); →Tier4 VTS=49.0
23,16,"Clark, Wyndham",CLARK_WYNDHAM,confirmed,TBD,TBD,deep,high,1.21,52.65700483091788,54.680498729000945,2.0234938980830677,high,-4.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",26,0.347,1.8304,medium,53.01607155106744,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-2.0731707317073167,-2.0731707317073167,0.0,0.0,0.0,bomb_and_spray,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,OTT_Accuracy,False,0.0,,1.310670083605,60.12498721009387,0.22125293099999999,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",48.869730087652805,48.869730087652805,4,"Tier4: Below-avg or mismatch VFD=2.0, AP=-2.1SG; 26CH-rds",ok,0.013915728820792143,0.038315782070038044,0.05598812282052601,0.13648427751852907,0.27702059765853515,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Rough,ARG_Rough+ARG_Bunker; weak OTT_Accuracy,NeutralSG=1.21; VFD=2.0; VHD=1.8(26rds); AP=-2.1SG(bomb_and_spray); →Tier4 VTS=48.9
24,41,"Rai, Aaron",RAI_AARON,confirmed,TBD,TBD,deep,high,0.98,47.10144927536232,67.06193622628446,19.96048695092214,high,6.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",12,1.358,0.8408000000000001,medium,54.211400578030265,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-2.7328809376927827,0.0,0.0,-2.7328809376927827,0.0,poor_birdie_conv,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,0.95662180334,49.756591859859746,-0.05138065199999997,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",48.7456387026447,48.7456387026447,4,"Tier4: Below-avg or mismatch VFD=20.0, AP=-2.7SG; 12CH-rds",ok,0.013757425470102082,0.03786313344046434,0.05534010779201131,0.1351961720682724,0.2751206420892734,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Accuracy,OTT_Accuracy+APP_100-150; weak PUTT_Lag,NeutralSG=0.98; VFD=20.0; VHD=0.8(12rds); AP=-2.7SG(poor_birdie_conv); →Tier4 VTS=48.7
25,20,"Taylor, Nick",TAYLOR_NICK,confirmed,TBD,TBD,deep,high,0.84,43.71980676328503,56.34664248019253,12.6268357169075,high,1.6,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",25,-0.746,-2.3007999999999997,medium,48.70167544937176,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,PUTT_Lag,False,0.0,,0.87870758619,48.660646257996355,0.08507161800000007,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",48.70167544937176,48.70167544937176,4,"Tier4: Below-avg or mismatch VFD=12.6, AP=0.0SG; 25CH-rds",ok,0.013701678885704068,0.0377039983565705,0.05511221423579746,0.13474222724725263,0.27444927582924233,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,ARG_Bunker,ARG_Bunker+ARG_Rough; weak PUTT_Lag,NeutralSG=0.84; VFD=12.6; VHD=-2.3(25rds); →Tier4 VTS=48.7
26,50,"Gotterup, Chris",GOTTERUP_CHRIS,confirmed,TBD,TBD,deep,high,1.47,58.937198067632856,53.83329827431456,-5.103899793318298,high,-5.8,"DataGolf course-fit tool; comp courses: Colonial CC, TPC Potomac, Harbour Town; cf_adj_total scaled ×20, capped ±7 VTS pts",8,0.101,1.0192,medium,55.03062870934751,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-3.1784338896020534,-3.1784338896020534,0.0,0.0,0.0,bomb_and_spray,Standard venue (non-major birdie-fest). AP_TO_VTS=2.0 (vs 3.0 for major). Mild weather — no setup amplification. Weather modifier ×1.0 all patterns.,ARG_Bunker,False,0.0,,1.5471896516299999,65.64066587207206,0.16964758599999996,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. No compression multiplier applied.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59}","72-player no-cut field. Win exp=4.5, cap=0.14. No cut survival probability generated (not applicable).",48.6737609301434,48.6737609301434,4,"Tier4: Below-avg or mismatch VFD=-5.1, AP=-3.2SG; 8CH-rds",ok,0.013666373828630049,0.03760328753751771,0.054967968607646064,0.13445464678816418,0.27402346869290833,not_applicable,not_applicable,Signature event — all 72 players complete 4 rounds (barring WD). make_cut_pct and miss_cut_pct are not_applicable. No cut-survival probability is generated.,OTT_Distance,OTT_Distance+PUTT_BirdieConv; weak ARG_Bunker,NeutralSG=1.47; VFD=-5.1; VHD=1.0(8rds); AP=-3.2SG(bomb_and_spray); →Tier4 VTS=48.7
