time_period,stat,player_name,50_100_fw_shot_count,50_100_fw_value,100_150_fw_shot_count,100_150_fw_value,150_200_fw_shot_count,150_200_fw_value,over_200_fw_shot_count,over_200_fw_value,under_150_rgh_shot_count,under_150_rgh_value,over_150_rgh_shot_count,over_150_rgh_value
l12_months,sg per shot,"Watney, Nick",null,null,null,null,null,null,null,null,11,-0.114,null,null
l12_months,sg per shot,"Norris, Shaun",null,null,null,null,null,null,null,null,null,null,19,0.018
l12_months,sg per shot,"Vermeer, Ryan",null,null,null,null,null,null,null,null,13,0.037,null,null
l12_months,sg per shot,"Walker, Jimmy",null,null,null,null,null,null,null,null,12,-0.037,null,null
l12_months,sg per shot,"Baddeley, Aaron",null,null,null,null,null,null,null,null,16,0.012,null,null
l12_months,sg per shot,"Harrington, Padraig",null,null,null,null,56,-0.017,32,-0.117,27,0.092,39,0.021
l12_months,sg per shot,"Cink, Stewart",null,null,null,null,null,null,null,null,11,-0.12,null,null
l12_months,sg per shot,"Donald, Luke",11,0.024,null,null,null,null,null,null,12,0.182,null,null
l12_months,sg per shot,"Langasque, Romain",13,-0.15,null,null,null,null,32,-0.004,null,null,null,null
l12_months,sg per shot,"Daffue, MJ",null,null,null,null,null,null,null,null,11,0.025,null,null
l12_months,sg per shot,"Mun, Doyeob",16,0.124,null,null,null,null,null,null,23,-0.082,null,null
l12_months,sg per shot,"Ham, Jeong Woo",null,null,null,null,null,null,null,null,15,0.099,null,null
l12_months,sg per shot,"Chacarra, Eugenio",null,null,null,null,null,null,null,null,15,0.145,22,-0.1
l12_months,sg per shot,"Hruby, Petr",null,null,null,null,null,null,null,null,12,-0.102,null,null
l12_months,sg per shot,"Feagles, Michael",null,null,null,null,null,null,null,null,11,0.097,null,null
l12_months,sg per shot,"Anderson, Matthew",null,null,null,null,null,null,null,null,15,0.048,null,null
l12_months,sg per shot,"Ko, Jeong Weon",15,-0.065,null,null,null,null,29,-0.017,17,0.152,null,null
l12_months,sg per shot,"Olesen, Jacob Skov",11,0.005,null,null,null,null,34,0.099,12,0.103,null,null
l12_months,sg per shot,"Knowles, Philip",null,null,null,null,null,null,null,null,14,0.061,null,null
l12_months,sg per shot,"Xiong, Norman",null,null,null,null,null,null,null,null,13,0.052,null,null
l12_months,sg per shot,"Celli, Filippo",null,null,null,null,null,null,31,-0.106,null,null,null,null
l12_months,sg per shot,"Andersen, Mason",14,-0.083,null,null,49,-0.002,null,null,25,-0.152,null,null
l12_months,sg per shot,"Del Rey, Alejandro",13,-0.08,null,null,48,0.003,null,null,15,-0.027,null,null
l12_months,sg per shot,"Von Dellingshausen, Nicolai",12,0.004,null,null,52,-0.017,null,null,null,null,null,null
l12_months,sg per shot,"Hillier, Daniel",null,null,null,null,null,null,null,null,15,0.119,null,null
l12_months,sg per shot,"Mazzoli, Stefano",null,null,null,null,null,null,null,null,11,0.16,null,null
l12_months,sg per shot,"Coussaud, Ugo",14,0.05,null,null,52,-0.049,30,-0.011,25,0.143,null,null
l12_months,sg per shot,"Helligkilde, Marcus",null,null,null,null,null,null,null,null,12,0.174,null,null
l12_months,sg per shot,"Lindberg, Mikael",null,null,null,null,null,null,null,null,13,-0.046,null,null
l12_months,sg per shot,"Rottluff, Max",null,null,null,null,null,null,null,null,18,0.058,null,null
l12_months,sg per shot,"Zalatoris, Will",null,null,null,null,52,0.006,null,null,15,0.107,20,0.085
l12_months,sg per shot,"Du Plessis, Hennie",null,null,null,null,63,0.024,28,-0.044,12,0.076,29,0.031
l12_months,sg per shot,"John, Cameron",null,null,null,null,null,null,null,null,13,-0.007,null,null
l12_months,sg per shot,"Schniederjans, Ollie",null,null,null,null,null,null,null,null,18,-0.126,null,null
l12_months,sg per shot,"Catlin, John",null,null,null,null,null,null,null,null,16,0.09,null,null
l12_months,sg per shot,"Herrington, Jackson",null,null,null,null,null,null,null,null,16,-0.01,null,null
