rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,primary_trait_driver,trait_summary_label,trace_notes
39,45,"Lipsky, David",LIPSKY_DAVID,confirmed,TBD,TBD,deep,high,0.07,75.73073516386184,71.28001072285409,-4.45072444100775,high,1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,0.568,2.4352,medium,67.40685728240096,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.41400000000000003,47.58,-0.48400000000000004,True,l5_form_applied,-1.2100000000000002,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",66.19685728240097,66.19685728240097,2,"Tier2 — Contention Window: NeutralSG=0.07, VFD=-4.5; 14CH-rds",ok,0.009428112277429818,0.18086267796434854,0.24554648675094812,0.4135662839114256,0.5760797127078693,0.7032502228735961,0.29674977712640394,APP_100-150,APP_100-150+APP_150-200; weak OTT_Distance,NeutralSG=0.07; VFD=-4.5; VHD=2.4(14rds); FormΔ=-1.2; →Tier2 VTS=66.2
40,44,"Potgieter, Aldrich",POTGIETER_ALDRICH,confirmed,TBD,TBD,deep,high,0.08,75.9078830823738,66.47883533217689,-9.429047750196915,high,-2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",3,-0.279,-0.052,low,68.71373390744881,Blended,"{""neutral"": 0.5, ""venuefit"": 0.35, ""venuehistory"": 0.15}",clear,False,,0.0,bomb_and_spray;rough_approach_liab,-2.8635584016777145,-1.5720930232558141,0.0,0.0,-1.2914653784219001,bomb_and_spray;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,1.342,56.31,1.262,True,l5_form_applied,3.1550000000000002,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",66.14161710409338,66.14161710409338,2,"Tier2 — Contention Window: NeutralSG=0.08, VFD=-9.4; 3CH-rds",ok,0.009392759729683182,0.1800656832859535,0.24456138898205762,0.41245522886849795,0.5751628770002402,0.7026550995212076,0.29734490047879236,OTT_Distance,OTT_Distance+PAR5_Scoring; weak ARG_Rough,NeutralSG=0.08; VFD=-9.4; VHD=-0.1(3rds); AP=-2.9SG(bomb_and_spray;rough_approach_liab); FormΔ=3.2; →Tier2 VTS=66.1
41,42,"Dumont De Chassart, Adrien",DUMONT DE CHASSART_ADRIEN,confirmed,TBD,TBD,deep,high,0.11,76.43932683790968,65.61253242527124,-10.826794412638435,high,-2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",4,-0.182,-0.012,low,68.68224976779977,Blended,"{""neutral"": 0.5, ""venuefit"": 0.35, ""venuehistory"": 0.15}",clear,False,,0.0,bomb_and_spray,-1.0195348837209302,-1.0195348837209302,0.0,0.0,0.0,bomb_and_spray,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.268,48.11,-0.378,True,l5_form_applied,-0.9450000000000001,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.69818000035792,65.69818000035792,2,"Tier2 — Contention Window: NeutralSG=0.11, VFD=-10.8; 4CH-rds",ok,0.009112690022581993,0.1737632953032646,0.23674393907888444,0.40355413545869745,0.5677627676825553,0.6978309417190045,0.3021690582809955,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=0.11; VFD=-10.8; VHD=-0.0(4rds); AP=-1.0SG(bomb_and_spray); FormΔ=-0.9; →Tier2 VTS=65.7
42,68,"Johnson, Zach",JOHNSON_ZACH,confirmed,TBD,TBD,medium,medium,-0.1375,72.05491585473871,70.36061821193363,-1.6942976428050827,medium,2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",82,1.211,2.1351999999999998,medium,65.57071180547557,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.0915,50.23,0.046000000000000006,True,l5_form_applied,0.11500000000000002,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.68571180547556,65.68571180547556,2,"Tier2 — Contention Window: NeutralSG=-0.14, VFD=-1.7; 82CH-rds",ok,0.00983330310451875,0.19287615523168233,0.2628071914978058,0.4481159540720821,0.630615202958558,0.7752156632139331,0.2247843367860669,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance,NeutralSG=-0.14; VFD=-1.7; VHD=2.1(82rds); FormΔ=0.1; →Tier2 VTS=65.7
43,19,"Berger, Daniel",BERGER_DANIEL,confirmed,TBD,TBD,deep,high,0.42,81.93091231178035,75.3845131736481,-6.546399138132244,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,0.836,0.016000000000000004,medium,70.39251887680658,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-3.072089947089948,0.0,0.0,-1.6091269841269848,-1.4629629629629628,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.6719999999999999,51.26,0.252,True,l5_form_applied,0.63,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.87833898262667,64.87833898262667,3,"Tier3 — Top-10 Range: NeutralSG=0.42, moderate fit VFD=-6.5; 14CH-rds",ok,0.008612025849481715,0.16255619894116713,0.2227205527406249,0.3871989098477319,0.5539022800513883,0.6886930295399379,0.31130697046006206,APP_100-150,APP_100-150+APP_150-200; weak ARG_Rough,NeutralSG=0.42; VFD=-6.5; VHD=0.0(14rds); AP=-3.1SG(poor_birdie_conv;rough_approach_liab); FormΔ=0.6; →Tier3 VTS=64.9
44,69,"Griffin, Lanto",GRIFFIN_LANTO,confirmed,TBD,TBD,deep,high,-0.14,72.01062887511073,67.54370686080713,-4.4669220143035915,high,0.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,-0.78,-0.9855999999999999,medium,63.77168360828642,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.16200000000000003,51.51,0.30200000000000005,True,l5_form_applied,0.7550000000000001,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.52668360828642,64.52668360828642,3,"Tier3 — Top-10 Range: NeutralSG=-0.14, moderate fit VFD=-4.5; 14CH-rds",ok,0.008403953196945594,0.15792479690216524,0.21687912674850662,0.38023254682223984,0.5478908099470573,0.6846868094098267,0.31531319059017326,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.14; VFD=-4.5; VHD=-1.0(14rds); FormΔ=0.8; →Tier3 VTS=64.5
45,18,"Coody, Pierceson",COODY_PIERCESON,confirmed,TBD,TBD,deep,high,0.43,82.1080602302923,71.56108127593508,-10.546978954357215,high,-1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,-1.235,-2.8120000000000003,medium,68.46794847489744,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;rough_approach_liab,-2.7668531625660036,-1.457674418604651,0.0,0.0,-1.3091787439613527,bomb_and_spray;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.9279999999999999,52.49,0.498,True,l5_form_applied,1.245,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.17924214976543,64.17924214976543,3,"Tier3 — Top-10 Range: NeutralSG=0.43, moderate fit VFD=-10.5; 6CH-rds",ok,0.0082022349167759,0.15345153099656464,0.2112112528684032,0.3733831354780926,0.5419151288922437,0.6806777611085617,0.3193222388914383,PAR5_Scoring,PAR5_Scoring+OTT_Distance; weak ARG_Rough,NeutralSG=0.43; VFD=-10.5; VHD=-2.8(6rds); AP=-2.8SG(bomb_and_spray;rough_approach_liab); FormΔ=1.2; →Tier3 VTS=64.2
46,48,"Yu, Kevin",YU_KEVIN,confirmed,TBD,TBD,deep,high,0.06,75.55358724534986,68.00028425020368,-7.553302995146183,high,-0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,1.591,3.1384000000000003,medium,66.56304017320105,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.5892857142857146,0.0,0.0,-1.5892857142857146,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.37600000000000006,51.58,0.31600000000000006,True,l5_form_applied,0.7900000000000001,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.17446874462962,64.17446874462962,3,"Tier3 — Top-10 Range: NeutralSG=0.06, moderate fit VFD=-7.6; 12CH-rds",ok,0.008199490046010583,0.15339078093651207,0.2111341032334918,0.3732892795155855,0.5418327890644582,0.6806223310610858,0.31937766893891417,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.06; VFD=-7.6; VHD=3.1(12rds); AP=-1.6SG(poor_birdie_conv); FormΔ=0.8; →Tier3 VTS=64.2
47,55,"Kohles, Ben",KOHLES_BEN,confirmed,TBD,TBD,deep,high,0.03,75.02214348981401,79.00400774905243,3.981864259238421,high,3.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,-0.419,-0.2672,medium,68.62989972064133,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-3.2098286174373136,0.0,0.0,-2.012566137566138,-1.1972624798711755,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.798,53.84,0.768,True,l5_form_applied,1.92,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.1302424857667,64.1302424857667,3,"Tier3 — Top-10 Range: NeutralSG=0.03, moderate fit VFD=4.0; 12CH-rds",ok,0.008174092398371621,0.1528288317451139,0.21042023084117706,0.37242001892428683,0.541069594706603,0.6801083126665671,0.3198916873334329,APP_Wedge,APP_Wedge+APP_100-150; weak ARG_Rough,NeutralSG=0.03; VFD=4.0; VHD=-0.3(12rds); AP=-3.2SG(poor_birdie_conv;rough_approach_liab); FormΔ=1.9; →Tier3 VTS=64.1
48,26,"Hoey, Rico",HOEY_RICO,confirmed,TBD,TBD,deep,high,0.34,80.51372896368468,71.75648451211624,-8.75724445156844,high,1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",8,1.469,3.4376,medium,69.76371693910875,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-3.063348286174374,0.0,0.0,-1.8604497354497362,-1.2028985507246377,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.514,50.87,0.174,True,l5_form_applied,0.43499999999999994,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.07202036676,64.07202036676,3,"Tier3 — Top-10 Range: NeutralSG=0.34, moderate fit VFD=-8.8; 8CH-rds",ok,0.008140750742980405,0.1520915464541783,0.20948300620040822,0.3712765819822532,0.5400640466866597,0.6794303861667347,0.3205696138332653,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.34; VFD=-8.8; VHD=3.4(8rds); AP=-3.1SG(poor_birdie_conv;rough_approach_liab); FormΔ=0.4; →Tier3 VTS=64.1
49,89,"Vilips, Karl",VILIPS_KARL,confirmed,TBD,TBD,deep,high,-0.46,66.34189548272809,60.99251177477008,-5.349383707958012,high,-1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-1.841,-0.0304,low,64.20214199954489,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.646,49.07,-0.186,True,l5_form_applied,-0.46499999999999997,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.73714199954489,63.73714199954489,3,"Tier3 — Top-10 Range: NeutralSG=-0.46, moderate fit VFD=-5.3; 2CH-rds",ok,0.007951026641885546,0.14790582439628455,0.2041489427850302,0.36472061139322265,0.5342624851753132,0.6755037894953075,0.32449621050469246,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=-0.46; VFD=-5.3; VHD=-0.0(2rds); FormΔ=-0.5; →Tier3 VTS=63.7
50,25,"Mcgreevy, Max",MCGREEVY_MAX,confirmed,TBD,TBD,deep,high,0.35,80.69087688219663,71.5009447124489,-9.189932169747735,high,1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,-2.512,-3.9432,medium,67.54367416661333,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.7281746031746033,0.0,0.0,-1.7281746031746033,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.17999999999999997,49.15,-0.17,True,l5_form_applied,-0.42500000000000004,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.66232496026413,63.66232496026413,3,"Tier3 — Top-10 Range: NeutralSG=0.35, moderate fit VFD=-9.2; 6CH-rds",ok,0.007909113378464339,0.14698341395857611,0.20297043426901035,0.36326091444737213,0.532962272708912,0.674620176433335,0.32537982356666495,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.35; VFD=-9.2; VHD=-3.9(6rds); AP=-1.7SG(poor_birdie_conv); FormΔ=-0.4; →Tier3 VTS=63.7
51,66,"Fishburn, Patrick",FISHBURN_PATRICK,confirmed,TBD,TBD,deep,high,-0.08,73.07351638618246,69.15514747996183,-3.9183689062206355,high,-0.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.706,1.9736,medium,65.56803079846154,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-1.1269767441860465,-1.1269767441860465,0.0,0.0,0.0,bomb_and_spray,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.032,50.56,0.112,True,l5_form_applied,0.28,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.594077310089446,63.594077310089446,3,"Tier3 — Top-10 Range: NeutralSG=-0.08, moderate fit VFD=-3.9; 6CH-rds",ok,0.007871030415489144,0.14614603969570428,0.20189961860974037,0.36193103823714473,0.5317749742469219,0.6738121326510342,0.32618786734896577,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=-0.08; VFD=-3.9; VHD=2.0(6rds); AP=-1.1SG(bomb_and_spray); FormΔ=0.3; →Tier3 VTS=63.6
52,82,"Noh, S.Y.",NOH_S.Y.,confirmed,TBD,TBD,deep,high,-0.37,67.9362267493357,68.06792442969936,0.1316976803636578,high,-1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",21,-0.226,0.28400000000000003,medium,62.68006802864409,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.33799999999999997,50.16,0.032000000000000015,True,l5_form_applied,0.08000000000000004,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",62.760068028644085,62.760068028644085,3,"Tier3 — Top-10 Range: NeutralSG=-0.37, moderate fit VFD=0.1; 21CH-rds",ok,0.007417061821026502,0.13622177642853908,0.1891392270400393,0.3458151572804933,0.5171754618528244,0.6637830604971495,0.3362169395028505,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=-0.37; VFD=0.1; VHD=0.3(21rds); FormΔ=0.1; →Tier3 VTS=62.8
53,65,"Hodges, Lee",HODGES_LEE,confirmed,TBD,TBD,deep,high,-0.06,73.42781222320639,72.85612348731573,-0.5716887358906604,high,1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,-0.099,-0.8672,medium,65.96780193547727,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.22061191626409,0.0,0.0,0.0,-1.22061191626409,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,-0.506,47.77,-0.44599999999999995,True,l5_form_applied,-1.1149999999999998,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",62.411578102949086,62.411578102949086,3,"Tier3 — Top-10 Range: NeutralSG=-0.06, moderate fit VFD=-0.6; 12CH-rds",ok,0.007233522081023847,0.13224186600375604,0.18398568710822225,0.3391612082184953,0.5110300378032,0.6595085621147748,0.3404914378852252,APP_100-150,APP_100-150+APP_150-200; weak ARG_Rough,NeutralSG=-0.06; VFD=-0.6; VHD=-0.9(12rds); AP=-1.2SG(rough_approach_liab); FormΔ=-1.1; →Tier3 VTS=62.4
