rank_model,player_id,player_display,name_key,field_status,r1_tee_time,r1_wave,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,venue_fit_score,venue_fit_delta,venue_fit_conf_band,comp_course_adjustment,comp_course_trace,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_flag,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,ap_pen_bomb_spray,ap_pen_wedge_liab,ap_pen_poor_birdie,ap_pen_rough_approach,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,form_vs_baseline,recent_form_gate_applied,recent_form_gate_reason,form_delta_vts,injury_flag,health_gate_status,health_gate_reason,health_delta_vts,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final_raw,vts_final,tier,tier_reason,tier_gate_check,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,primary_trait_driver,trait_summary_label,trace_notes
35,42,"Dumont De Chassart, Adrien",DUMONT DE CHASSART_ADRIEN,confirmed,TBD,TBD,deep,high,0.11,76.43932683790968,65.61253242527124,-10.826794412638435,high,-2.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",4,-0.182,-0.012,low,68.68224976779977,Blended,"{""neutral"": 0.5, ""venuefit"": 0.35, ""venuehistory"": 0.15}",clear,False,,0.0,bomb_and_spray,-1.0195348837209302,-1.0195348837209302,0.0,0.0,0.0,bomb_and_spray,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.11,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",66.64318000035792,66.64318000035792,2,"Tier2 — Contention Window: NeutralSG=0.11, VFD=-10.8; 4CH-rds",ok,0.009873341461161684,0.18739894404756985,0.2535960447651933,0.4225584866864656,0.5834452490651406,0.708011158351039,0.291988841648961,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=0.11; VFD=-10.8; VHD=-0.0(4rds); AP=-1.0SG(bomb_and_spray); →Tier2 VTS=66.6
36,33,"Kuchar, Matt",KUCHAR_MATT,confirmed,TBD,TBD,medium,medium,0.10250000000000001,76.3064658990257,70.14849644561527,-6.157969453410431,medium,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",22,-0.178,-0.2368,medium,66.49609529329486,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,0.10250000000000001,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",66.49609529329486,66.49609529329486,2,"Tier2 — Contention Window: NeutralSG=0.10, VFD=-6.2; 22CH-rds",ok,0.010557713094517914,0.20580654195657472,0.2788063019513932,0.46621370878352325,0.6455848361458963,0.7849461526519605,0.21505384734803945,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance,NeutralSG=0.10; VFD=-6.2; VHD=-0.2(22rds); →Tier2 VTS=66.5
37,12,"Mitchell, Keith",MITCHELL_KEITH,confirmed,TBD,TBD,deep,high,0.66,86.18246235606732,71.388869524762,-14.793592831305318,high,-0.6,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",18,0.657,0.8496,medium,71.14452579985553,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray;rough_approach_liab,-2.625904205519979,-1.4213953488372093,0.0,0.0,-1.2045088566827697,bomb_and_spray;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.66,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.89271738881557,65.89271738881557,2,"Tier2 — Contention Window: NeutralSG=0.66, VFD=-14.8; 18CH-rds",ok,0.00938278649295346,0.17650729429169124,0.24015361776823194,0.4074549765537534,0.5710179366148808,0.6999575688088749,0.30004243119112506,PAR5_Scoring,PAR5_Scoring+OTT_Distance; weak ARG_Rough,NeutralSG=0.66; VFD=-14.8; VHD=0.8(18rds); AP=-2.6SG(bomb_and_spray;rough_approach_liab); →Tier2 VTS=65.9
38,22,"Ghim, Doug",GHIM_DOUG,confirmed,TBD,TBD,deep,high,0.38,81.22232063773251,73.18045347820839,-8.041867159524116,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",19,0.266,-0.3224,medium,69.34634429855552,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.8219696969696977,0.0,0.0,-1.8219696969696977,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.38,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.70240490461613,65.70240490461613,2,"Tier2 — Contention Window: NeutralSG=0.38, VFD=-8.0; 19CH-rds",ok,0.009261453515064848,0.17382254237841788,0.23681765782365077,0.40363878002578896,0.5678336047132235,0.6978772972908188,0.3021227027091812,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.38; VFD=-8.0; VHD=-0.3(19rds); AP=-1.8SG(poor_birdie_conv); →Tier2 VTS=65.7
39,53,"Grillo, Emiliano",GRILLO_EMILIANO,confirmed,TBD,TBD,deep,high,0.04,75.19929140832596,72.37362239193257,-2.825669016393391,high,2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",10,1.869,3.7192000000000003,medium,67.90756328091015,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.1674718196457325,0.0,0.0,0.0,-1.1674718196457325,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.04,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.57261964161869,65.57261964161869,2,"Tier2 — Contention Window: NeutralSG=0.04, VFD=-2.8; 10CH-rds",ok,0.009179411869848894,0.1720095354761004,0.23455983029304775,0.4010401171732245,0.5656547086664896,0.6964498498465297,0.3035501501534703,APP_100-150,APP_100-150+APP_150-200; weak ARG_Rough,NeutralSG=0.04; VFD=-2.8; VHD=3.7(10rds); AP=-1.2SG(rough_approach_liab); →Tier2 VTS=65.6
40,68,"Johnson, Zach",JOHNSON_ZACH,confirmed,TBD,TBD,medium,medium,-0.1375,72.05491585473871,70.36061821193363,-1.6942976428050827,medium,2.4,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",82,1.211,2.1351999999999998,medium,65.57071180547557,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Distance,False,0.0,,-0.1375,50.0,0.0,False,,0.0,False,ok,,0.0,medium,50.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.57071180547557,65.57071180547557,2,"Tier2 — Contention Window: NeutralSG=-0.14, VFD=-1.7; 82CH-rds",ok,0.009912466900553332,0.1910922137824535,0.2605852716809379,0.4455577124107943,0.6284695948485132,0.7738097925924047,0.22619020740759532,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance,NeutralSG=-0.14; VFD=-1.7; VHD=2.1(82rds); →Tier2 VTS=65.6
41,29,"Novak, Andrew",NOVAK_ANDREW,confirmed,TBD,TBD,deep,high,0.3,79.80513728963685,69.57370971381985,-10.231427575816994,high,0.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,1.056,2.9168,medium,68.6692078300007,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.5958994708994712,0.0,0.0,-1.5958994708994712,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.3,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",65.47740888820177,65.47740888820177,2,"Tier2 — Contention Window: NeutralSG=0.30, VFD=-10.2; 12CH-rds",ok,0.009119586245833167,0.17068871706815664,0.2329123729370295,0.3991358214429014,0.5640525582243184,0.6953981434319174,0.3046018565680826,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=0.30; VFD=-10.2; VHD=2.9(12rds); AP=-1.6SG(poor_birdie_conv); →Tier2 VTS=65.5
42,19,"Berger, Daniel",BERGER_DANIEL,confirmed,TBD,TBD,deep,high,0.42,81.93091231178035,75.3845131736481,-6.546399138132244,high,1.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,0.836,0.016000000000000004,medium,70.39251887680658,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-3.072089947089948,0.0,0.0,-1.6091269841269848,-1.4629629629629628,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.42,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.24833898262668,64.24833898262668,3,"Tier3 — Top-10 Range: NeutralSG=0.42, moderate fit VFD=-6.5; 14CH-rds",ok,0.008374174802907829,0.15433305274845352,0.212330211194873,0.3747425007729459,0.543106306870222,0.6814790682140079,0.31852093178599206,APP_100-150,APP_100-150+APP_150-200; weak ARG_Rough,NeutralSG=0.42; VFD=-6.5; VHD=0.0(14rds); AP=-3.1SG(poor_birdie_conv;rough_approach_liab); →Tier3 VTS=64.2
43,89,"Vilips, Karl",VILIPS_KARL,confirmed,TBD,TBD,deep,high,-0.46,66.34189548272809,60.99251177477008,-5.349383707958012,high,-1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",2,-1.841,-0.0304,low,64.20214199954489,Neutral+Venue,"{""neutral"": 0.6, ""venuefit"": 0.4, ""venuehistory"": 0.0}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.46,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.20214199954489,64.20214199954489,3,"Tier3 — Top-10 Range: NeutralSG=-0.46, moderate fit VFD=-5.3; 2CH-rds",ok,0.008347112811602147,0.15374323808861484,0.21158164092941892,0.37383349375131675,0.5423100551319964,0.6809435482129437,0.3190564517870563,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=-0.46; VFD=-5.3; VHD=-0.0(2rds); →Tier3 VTS=64.2
44,25,"Mcgreevy, Max",MCGREEVY_MAX,confirmed,TBD,TBD,deep,high,0.35,80.69087688219663,71.5009447124489,-9.189932169747735,high,1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,-2.512,-3.9432,medium,67.54367416661333,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.7281746031746033,0.0,0.0,-1.7281746031746033,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.35,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",64.08732496026413,64.08732496026413,3,"Tier3 — Top-10 Range: NeutralSG=0.35, moderate fit VFD=-9.2; 6CH-rds",ok,0.008280148048758578,0.15228507845671285,0.20972908830766449,0.3715770513217702,0.5403284619432805,0.6796087264061967,0.32039127359380326,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.35; VFD=-9.2; VHD=-3.9(6rds); AP=-1.7SG(poor_birdie_conv); →Tier3 VTS=64.1
45,69,"Griffin, Lanto",GRIFFIN_LANTO,confirmed,TBD,TBD,deep,high,-0.14,72.01062887511073,67.54370686080713,-4.4669220143035915,high,0.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",14,-0.78,-0.9855999999999999,medium,63.77168360828642,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,,0.0,0.0,0.0,0.0,0.0,,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.14,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.77168360828642,63.77168360828642,3,"Tier3 — Top-10 Range: NeutralSG=-0.14, moderate fit VFD=-4.5; 14CH-rds",ok,0.008098207960784842,0.14833325040409429,0.2046946667480755,0.36539515648589455,0.5348622784705032,0.6759109556347287,0.3240890443652713,PUTT_Lag,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy,NeutralSG=-0.14; VFD=-4.5; VHD=-1.0(14rds); →Tier3 VTS=63.8
46,26,"Hoey, Rico",HOEY_RICO,confirmed,TBD,TBD,deep,high,0.34,80.51372896368468,71.75648451211624,-8.75724445156844,high,1.0,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",8,1.469,3.4376,medium,69.76371693910875,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv;rough_approach_liab,-3.063348286174374,0.0,0.0,-1.8604497354497362,-1.2028985507246377,poor_birdie_conv;rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.34,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.63702036676,63.63702036676,3,"Tier3 — Top-10 Range: NeutralSG=0.34, moderate fit VFD=-8.8; 8CH-rds",ok,0.008021539349544327,0.1466724860903364,0.20257293249721275,0.36276764324855193,0.5325221893784561,0.6743207975396738,0.3256792024603262,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.34; VFD=-8.8; VHD=3.4(8rds); AP=-3.1SG(poor_birdie_conv;rough_approach_liab); →Tier3 VTS=63.6
47,65,"Hodges, Lee",HODGES_LEE,confirmed,TBD,TBD,deep,high,-0.06,73.42781222320639,72.85612348731573,-0.5716887358906604,high,1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,-0.099,-0.8672,medium,65.96780193547727,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,rough_approach_liab,-1.22061191626409,0.0,0.0,0.0,-1.22061191626409,rough_approach_liab,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,-0.06,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.52657810294909,63.52657810294909,3,"Tier3 — Top-10 Range: NeutralSG=-0.06, moderate fit VFD=-0.6; 12CH-rds",ok,0.007959083000814467,0.1453216354670652,0.20084450181539495,0.3606173176288784,0.5305995370605322,0.6730110596004404,0.3269889403995596,APP_100-150,APP_100-150+APP_150-200; weak ARG_Rough,NeutralSG=-0.06; VFD=-0.6; VHD=-0.9(12rds); AP=-1.2SG(rough_approach_liab); →Tier3 VTS=63.5
48,48,"Yu, Kevin",YU_KEVIN,confirmed,TBD,TBD,deep,high,0.06,75.55358724534986,68.00028425020368,-7.553302995146183,high,-0.2,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",12,1.591,3.1384000000000003,medium,66.56304017320105,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,poor_birdie_conv,-1.5892857142857146,0.0,0.0,-1.5892857142857146,0.0,poor_birdie_conv,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,ARG_Rough,False,0.0,,0.06,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.384468744629615,63.384468744629615,3,"Tier3 — Top-10 Range: NeutralSG=0.06, moderate fit VFD=-7.6; 12CH-rds",ok,0.007879275732285184,0.14359825662870612,0.19863598155859952,0.35785668226258677,0.5281211326764262,0.6713183855179362,0.3286816144820638,PAR5_Scoring,PAR5_Scoring+APP_100-150; weak ARG_Rough,NeutralSG=0.06; VFD=-7.6; VHD=3.1(12rds); AP=-1.6SG(poor_birdie_conv); →Tier3 VTS=63.4
49,66,"Fishburn, Patrick",FISHBURN_PATRICK,confirmed,TBD,TBD,deep,high,-0.08,73.07351638618246,69.15514747996183,-3.9183689062206355,high,-0.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",6,0.706,1.9736,medium,65.56803079846154,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-1.1269767441860465,-1.1269767441860465,0.0,0.0,0.0,bomb_and_spray,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,-0.08,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.314077310089445,63.314077310089445,3,"Tier3 — Top-10 Range: NeutralSG=-0.08, moderate fit VFD=-3.9; 6CH-rds",ok,0.007839975809046345,0.1427507605728329,0.1975484948923236,0.3564919105626238,0.5268916751550332,0.6704768725579543,0.3295231274420457,PUTT_BirdieConv,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy,NeutralSG=-0.08; VFD=-3.9; VHD=2.0(6rds); AP=-1.1SG(bomb_and_spray); →Tier3 VTS=63.3
50,43,"Rodgers, Patrick",RODGERS_PATRICK,confirmed,TBD,TBD,deep,high,0.1,76.2621789193977,65.62978643618455,-10.632392483213152,high,-1.8,"DataGolf venue-fit tool; comp courses: TPC River Highlands, Colonial CC, Sedgefield CC; cf_adj_total scaled ×20, capped ±7 VTS pts",38,0.445,1.0208,medium,65.50004749861445,Balanced,"{""neutral"": 0.4, ""venuefit"": 0.3, ""venuehistory"": 0.3}",clear,False,,0.0,bomb_and_spray,-1.1604651162790698,-1.1604651162790698,0.0,0.0,0.0,bomb_and_spray,Deere Run standard venue (non-major birdie-fest). AP_TO_VTS=2.0. Soft/wet week: bomb_and_spray softened (miss_fw_pen_frac=0.0264 modest). No weather amplification on other patterns.,OTT_Accuracy,False,0.0,,0.1,50.0,0.0,False,,0.0,False,ok,,0.0,low,25.0,standard,Standard venue variance class. Soft/wet delay risk: no compression multiplier.,standard,"{""win_exponent"": 4.5, ""win_cap"": 0.14, ""top3_center"": 80, ""top5_center"": 76, ""top10_center"": 68, ""top20_center"": 59, ""make_cut_center"": 48, ""make_cut_steepness"": 0.07}","144-player cut event. Win exp=4.5, cap=0.14. make_cut_pct via logistic(vts, center=48, steep=0.07).",63.17911726605631,63.17911726605631,3,"Tier3 — Top-10 Range: NeutralSG=0.10, moderate fit VFD=-10.6; 38CH-rds",ok,0.007765053357981649,0.14113723053415084,0.1954754666261647,0.3538803034511747,0.5245311668543612,0.6688577712588987,0.33114222874110133,APP_100-150,APP_100-150+APP_150-200; weak OTT_Accuracy,NeutralSG=0.10; VFD=-10.6; VHD=1.0(38rds); AP=-1.2SG(bomb_and_spray); →Tier3 VTS=63.2
